Panjang HURI;HURI;Diagnosis;Utilitas;Support
4;Umur sekitar 51-58 tahun, Perempuan, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;38473,15;2
4;Umur sekitar 51-58 tahun, Perempuan, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;38377,03;2
4;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;37851,08;2
4;Laki-Laki, Prahipertensi, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;37813,9;2
4;BMI_Obesitas, Prahipertensi, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;37761,79;2
3;Umur sekitar 51-58 tahun, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;37657,52;2
3;Umur sekitar 51-58 tahun, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;37583,13;2
5;Prahipertensi, Perempuan, Kolestrol normal, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;37341,03;2
5;Prahipertensi, Perempuan, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;37189,01;2
5;Prahipertensi, Perempuan, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;37005,88;2
5;Umur sekitar 51-58 tahun, Prahipertensi, Kolestrol normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;36877,4;2
4;Laki-Laki, Prahipertensi, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;36734,97;2
5;Prahipertensi, Perempuan, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;36714,47;2
3;Umur sekitar 51-58 tahun, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;36686,06;2
4;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;36366,56;2
4;BMI_Obesitas, Prahipertensi, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;36345,58;2
3;Hipertensi tingkat 1, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;36070,96;2
5;Umur sekitar 51-58 tahun, Prahipertensi, Kolestrol normal, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;35671,08;2
3;Hipertensi tingkat 1, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;34786,81;2
4;Umur sekitar 51-58 tahun, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;34657,4;2
4;BMI_Obesitas, Kolestrol normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;34593,84;2
5;BMI_Obesitas, Prahipertensi, Kolestrol normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;34389,31;2
5;Umur sekitar 51-58 tahun, Perempuan, Kolestrol normal, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;34387,73;2
5;Umur sekitar 51-58 tahun, Perempuan, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;34346,05;2
4;BMI_Obesitas, Perempuan, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;34096,07;2
4;BMI_Obesitas, Perempuan, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;33838,48;2
5;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;33751,2;2
4;BMI_Obesitas, Kolestrol normal, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;33637,52;2
4;Umur sekitar 51-58 tahun, Kolestrol normal, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;33604,81;2
5;BMI_Obesitas, Prahipertensi, Kolestrol normal, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;33424,24;2
4;BMI_Obesitas, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;33349,72;2
5;Umur sekitar 51-58 tahun, Prahipertensi, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;33262,96;2
5;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;32757,11;2
4;BMI_Obesitas, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;32217,4;2
4;Umur sekitar 51-58 tahun, Perempuan, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;32118,76;2
3;Umur sekitar 55-63 tahun, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;32044,55;2
5;Umur sekitar 51-58 tahun, Prahipertensi, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;31963;2
4;Laki-Laki, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;31879,52;2
4;Umur sekitar 51-58 tahun, Perempuan, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;31829,7;2
5;BMI_Obesitas, Prahipertensi, Aktif berkegiatan fisik, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;31748,75;2
5;Laki-Laki, Prahipertensi, Bukan perokok aktif, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;31552,3;2
3;BMI_Obesitas, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;31487,48;2
3;Umur sekitar 55-63 tahun, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;31399,83;2
5;Umur sekitar 51-58 tahun, Perempuan, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;31380,88;2
5;Laki-Laki, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;31351,17;2
5;Umur sekitar 51-58 tahun, Perempuan, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;31319,4;2
4;Hipertensi tingkat 1, Kolestrol normal, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;31276,81;2
4;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;31211,56;2
5;BMI_Obesitas, Perempuan, Kolestrol normal, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;30943,42;2
5;Laki-Laki, Prahipertensi, Bukan perokok aktif, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;30900,79;2
4;Hipertensi tingkat 1, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;30869,72;2
4;Laki-Laki, Aktif berkegiatan fisik, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;30861,64;2
5;BMI_Obesitas, Perempuan, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;30774,27;2
4;Umur sekitar 51-58 tahun, Prahipertensi, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;30639,04;2
4;Laki-Laki, Bukan perokok aktif, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;30368;2
4;BMI_Obesitas, Kolestrol normal, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;30340,4;2
4;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;30273,44;2
5;Laki-Laki, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;30242,4;2
3;Laki-Laki, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;30232;2
5;BMI_Obesitas, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;30108,24;2
6;Umur sekitar 51-58 tahun, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;30061,28;2
5;BMI_Obesitas, Prahipertensi, Aktif berkegiatan fisik, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;29951;2
4;Umur sekitar 51-58 tahun, Prahipertensi, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;29808;2
4;Hipertensi tingkat 1, Kolestrol normal, Bukan perokok aktif, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;29782,49;2
4;Laki-Laki, Bukan perokok aktif, Kolestrol normal, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;29781;2
3;BMI_Obesitas, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;29754,08;2
4;Hipertensi tingkat 1, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;29707,05;2
3;BMI_Obesitas, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;29515,56;2
4;BMI_Obesitas, Prahipertensi, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;29372,42;2
5;BMI_Obesitas, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;29341;2
4;Hipertensi tingkat 1, Perempuan, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;29312,88;2
3;Laki-Laki, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;29226;2
6;Umur sekitar 51-58 tahun, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;29187,6;2
4;Hipertensi tingkat 1, Perempuan, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;29150,43;2
4;Umur sekitar 55-63 tahun, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;29090,94;2
4;BMI_Obesitas, Kolestrol normal, Bukan perokok aktif, Glukosa normal;berpotensi memiliki penyakit kardiovaskular;29033,8;2
5;Umur sekitar 51-58 tahun, Perempuan, Prahipertensi, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;29000,06;2
6;Prahipertensi, Perempuan, Kolestrol normal, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;28935,67;2
5;Umur sekitar 51-58 tahun, Perempuan, Prahipertensi, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;28931,64;2
6;Prahipertensi, Perempuan, Kolestrol normal, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;28754,15;2
3;Laki-Laki, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;28749;2
3;BMI_Obesitas, Glukosa normal, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;28711,44;2
5;BMI_Obesitas, Perempuan, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;28206,82;2
6;BMI_Obesitas, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;28158;2
6;Umur sekitar 51-58 tahun, Perempuan, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;28013,56;2
6;Umur sekitar 51-58 tahun, Perempuan, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;28006,82;2
5;BMI_Obesitas, Perempuan, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;27970,51;2
4;BMI_Overweight, Prahipertensi, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;27583,03;2
6;BMI_Obesitas, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;27434,5;2
4;BMI_Overweight, Prahipertensi, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;26567,25;2
6;Umur sekitar 51-58 tahun, Perempuan, Prahipertensi, Kolestrol normal, Glukosa normal, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;26294,08;2
6;Umur sekitar 51-58 tahun, Perempuan, Prahipertensi, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;26237,02;2
5;Laki-Laki, Aktif berkegiatan fisik, Bukan perokok aktif, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;26226,52;2
4;BMI_Overweight, Bukan perokok aktif, Kolestrol normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;26036;2
4;Prahipertensi, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;78677,69;1
4;Kolestrol normal, Bukan perokok aktif, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;78128;1
4;Prahipertensi, Aktif berkegiatan fisik, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;75531,85;1
5;Prahipertensi, Kolestrol normal, Bukan perokok aktif, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;74419,72;1
4;Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;72601,32;1
5;Prahipertensi, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;69394,14;1
5;Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;68731,2;1
4;Perempuan, Prahipertensi, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;68182,34;1
5;Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;68020,36;1
4;Prahipertensi, Glukosa normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;66344,85;1
3;Glukosa normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;65385;1
4;Perempuan, Kolestrol normal, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;64341,28;1
4;Perempuan, Aktif berkegiatan fisik, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;64235,18;1
6;Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Bukan perokok aktif, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;64116,69;1
3;Kolestrol normal, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;62697;1
5;Perempuan, Prahipertensi, Glukosa normal, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;62219,08;1
5;Perempuan, Kolestrol normal, Glukosa normal, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;61400,82;1
3;Glukosa normal, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;61185;1
4;Kolestrol normal, Glukosa normal, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;61056;1
5;Perempuan, Prahipertensi, Kolestrol normal, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;59868,45;1
4;Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;59003,04;1
5;Perempuan, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;58931,16;1
3;Prahipertensi, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;57120,98;1
6;Perempuan, Prahipertensi, Kolestrol normal, Glukosa normal, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;57038,22;1
5;Perempuan, Aktif berkegiatan fisik, Kolestrol normal, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;56278,6;1
5;Perempuan, Prahipertensi, Aktif berkegiatan fisik, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;55992,87;1
4;Kolestrol normal, Aktif berkegiatan fisik, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;54515,64;1
4;Prahipertensi, Perempuan, Bukan peminum alkohol, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;53975,91;1
6;Perempuan, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;53641,16;1
4;Perempuan, Glukosa normal, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;53515,82;1
4;Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;53149,88;1
4;Prahipertensi, Kolestrol normal, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;53144,35;1
4;Perempuan, Kolestrol normal, Bukan peminum alkohol, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;52086,92;1
5;Kolestrol normal, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;51183,36;1
6;Perempuan, Prahipertensi, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;51175,97;1
5;Prahipertensi, Kolestrol normal, Glukosa normal, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;49913,58;1
4;Prahipertensi, Glukosa normal, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;49721,1;1
2;Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;49656;1
3;Kolestrol normal, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;49632;1
2;Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;49266;1
6;Perempuan, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;49229,09;1
4;Perempuan, Aktif berkegiatan fisik, Bukan peminum alkohol, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;49120,58;1
5;Perempuan, Kolestrol normal, Glukosa normal, Bukan peminum alkohol, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;48814,8;1
4;Perempuan, Glukosa normal, Bukan peminum alkohol, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;48796,38;1
4;Prahipertensi, Aktif berkegiatan fisik, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;47810,36;1
7;Perempuan, Prahipertensi, Aktif berkegiatan fisik, Kolestrol normal, Glukosa normal, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;46872,54;1
3;Aktif berkegiatan fisik, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;46490,48;1
5;Prahipertensi, Perempuan, Glukosa normal, Bukan peminum alkohol, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;46397,51;1
3;Prahipertensi, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;46053,42;1
3;Aktif berkegiatan fisik, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;45226,08;1
3;Perempuan, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;43148,4;1
3;Perempuan, Bukan peminum alkohol, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;42649,02;1
5;Prahipertensi, Perempuan, Aktif berkegiatan fisik, Bukan peminum alkohol, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;42322,19;1
4;Umur sekitar 51-58 tahun, Prahipertensi, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;42201,32;1
4;Umur sekitar 51-58 tahun, Perempuan, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;42200,79;1
5;Perempuan, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;42128,1;1
5;Perempuan, Kolestrol normal, Aktif berkegiatan fisik, Bukan peminum alkohol, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;41343,1;1
5;Prahipertensi, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;41088,93;1
5;Prahipertensi, Kolestrol normal, Aktif berkegiatan fisik, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;40899,29;1
4;Umur sekitar 51-58 tahun, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;40178,33;1
5;Prahipertensi, Perempuan, Kolestrol normal, Bukan peminum alkohol, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;39293,96;1
4;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;39257,43;1
6;Perempuan, Kolestrol normal, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;38713,22;1
4;BMI_Obesitas, Prahipertensi, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;38646,14;1
6;Prahipertensi, Kolestrol normal, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;38355,57;1
5;Umur sekitar 51-58 tahun, Prahipertensi, Glukosa normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;38211,8;1
5;Umur sekitar 51-58 tahun, Kolestrol normal, Bukan perokok aktif, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;37905,78;1
5;Umur sekitar 51-58 tahun, Perempuan, Glukosa normal, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;37905,15;1
4;Laki-Laki, Prahipertensi, Bukan peminum alkohol, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;37350,75;1
5;Umur sekitar 51-58 tahun, Prahipertensi, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;37116,64;1
4;Umur sekitar 51-58 tahun, Perempuan, Bukan peminum alkohol, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;36965,15;1
6;Prahipertensi, Perempuan, Kolestrol normal, Glukosa normal, Bukan peminum alkohol, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;36865,22;1
4;Umur sekitar 51-58 tahun, Glukosa normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;36761,01;1
4;BMI_Obesitas, Perempuan, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;36711,54;1
3;Umur sekitar 51-58 tahun, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;36389,35;1
6;Prahipertensi, Perempuan, Aktif berkegiatan fisik, Glukosa normal, Bukan peminum alkohol, Bukan perokok aktif;berpotensi memiliki penyakit kardiovaskular;36358,15;1
4;Umur sekitar 51-58 tahun, Glukosa normal, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;35795,43;1
5;Umur sekitar 51-58 tahun, Perempuan, Kolestrol normal, Bukan peminum alkohol, Bukan perokok aktif;tidak berpotensi memiliki penyakit kardiovaskular;35740,34;1
5;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Glukosa normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;35536,68;1
5;BMI_Obesitas, Prahipertensi, Glukosa normal, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;35422,29;1
4;Umur sekitar 51-58 tahun, Kolestrol normal, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;35209,65;1
3;Umur sekitar 51-58 tahun, Bukan perokok aktif, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;35087,66;1
6;Umur sekitar 51-58 tahun, Prahipertensi, Kolestrol normal, Bukan perokok aktif, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;35021,84;1
5;Laki-Laki, Prahipertensi, Kolestrol normal, Bukan peminum alkohol, Glukosa normal;tidak berpotensi memiliki penyakit kardiovaskular;34876,98;1
4;BMI_Obesitas, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;34801,6;1
5;BMI_Obesitas, Prahipertensi, Kolestrol normal, Glukosa normal, Bukan peminum alkohol;tidak berpotensi memiliki penyakit kardiovaskular;34763,3;1
4;Umur sekitar 51-58 tahun, Aktif berkegiatan fisik, Bukan perokok aktif, Bukan peminum alkohol;berpotensi memiliki penyakit kardiovaskular;34715,03;1
